log_id,district,crop_type,growth_stage,kc_value,t_max_c,t_min_c,solar_rad_mjm2,et0_mm_day,crop_water_need_mm_day,rain_7d_mm,effective_rain_mm,recommended_irrigation_mm_week,recommended_irrigation_liters_acre,n_deficit_kg_acre,p_deficit_kg_acre,k_deficit_kg_acre,urea_kg_acre,dap_kg_acre,mop_kg_acre
8902,Nilgiris,Chili,Mid-season,1.05,31.1,23.5,19.5,5.58,5.86,6.3,6.2,34.8,140802.0,58.6,30.0,0.0,127.5,65.3,0.0
8903,Krishnagiri,Sugarcane,Development,0.82,29.0,22.2,12.1,3.17,2.62,16.8,16.3,2.0,8148.0,19.2,22.6,3.0,41.8,49.1,5.0
8904,Krishnagiri,Pulses,Late-season,0.73,30.3,23.3,23.4,6.37,4.62,13.5,13.2,19.1,77378.0,29.1,35.7,0.0,63.4,77.6,0.0
8905,Nilgiris,Sesamum,Mid-season,1.1,29.5,20.0,15.6,4.7,5.17,6.0,6.0,30.2,122349.0,0.0,52.8,0.0,0.0,114.9,0.0
8906,Nilgiris,Sorghum,Development,0.68,33.0,23.7,17.1,5.54,3.74,8.1,8.0,18.2,73634.0,14.8,39.8,0.0,32.2,86.5,0.0
8907,Kovilpatti,Sesamum,Mid-season,1.1,32.4,25.9,20.2,5.56,6.12,0.4,0.4,42.4,171675.0,15.7,22.8,0.0,34.2,49.5,0.0
8908,Madurai,Onion,Late-season,0.9,32.9,22.9,21.0,6.96,6.27,8.5,8.4,35.5,143656.0,45.4,51.2,5.4,98.7,111.4,9.1
8909,Krishnagiri,Maize,Late-season,0.9,34.9,25.7,18.6,6.24,5.61,13.0,12.7,26.6,107457.0,37.8,24.0,0.0,82.2,52.1,0.0
8910,Vellore,Sunflower,Mid-season,1.15,23.7,17.5,17.3,3.82,4.39,4.0,4.0,26.7,108182.0,0.0,19.4,0.0,0.0,42.1,0.0
8911,Coimbatore,Banana,Initial,0.5,36.6,30.4,17.6,5.14,2.57,14.5,14.2,3.8,15281.0,0.0,24.8,0.0,0.0,53.8,0.0
8912,Vellore,Sesamum,Late-season,0.68,32.7,24.4,20.1,6.17,4.17,2.5,2.5,26.7,108057.0,0.0,47.5,0.0,0.0,103.3,0.0
8913,Kovilpatti,Sugarcane,Mid-season,1.25,35.4,27.5,17.2,5.5,6.87,12.7,12.5,35.6,144219.0,0.0,40.0,0.0,0.0,86.9,0.0
8914,Nilgiris,Sorghum,Development,0.68,36.6,30.2,15.1,4.52,3.05,13.7,13.4,7.9,32149.0,0.0,31.0,13.1,0.0,67.4,21.8
8915,Nilgiris,Banana,Development,0.8,31.8,23.6,24.8,7.43,5.95,9.5,9.4,32.2,130360.0,30.7,30.3,0.0,66.7,66.0,0.0
8916,Madurai,Sunflower,Late-season,0.75,33.8,24.9,16.6,5.37,4.03,18.1,17.6,10.6,42843.0,0.0,48.2,0.0,0.0,104.9,0.0
8917,Coimbatore,Banana,Late-season,1.05,29.2,21.5,24.1,6.61,6.94,5.5,5.5,43.1,174477.0,44.7,27.0,0.0,97.2,58.8,0.0
8918,Kovilpatti,Sorghum,Initial,0.3,33.9,27.5,16.8,4.73,1.42,7.9,7.8,2.1,8614.0,0.0,20.1,0.0,0.0,43.7,0.0
8919,Trichy,Rice,Mid-season,1.2,34.8,25.7,12.7,4.22,5.06,20.1,19.4,16.0,64843.0,43.8,42.8,0.0,95.3,93.1,0.0
8920,Nilgiris,Groundnut,Initial,0.4,32.0,23.9,19.3,5.79,2.32,2.7,2.7,13.6,54870.0,22.9,21.7,0.0,49.7,47.1,0.0
8921,Coimbatore,Sorghum,Development,0.68,34.5,27.8,15.5,4.52,3.05,1.2,1.2,20.2,81581.0,22.0,28.5,0.0,47.7,62.0,0.0
8922,Nagapattinam,Pulses,Late-season,0.73,33.8,24.8,20.0,6.49,4.71,14.0,13.7,19.3,78025.0,0.0,34.3,0.0,0.0,74.6,0.0
8923,Madurai,Chili,Development,0.82,29.6,19.7,20.0,6.14,5.07,0.4,0.4,35.1,142160.0,0.0,20.8,0.0,0.0,45.2,0.0
8924,Trichy,Turmeric,Development,0.68,28.2,19.9,14.0,3.89,2.63,2.3,2.3,16.1,65078.0,5.4,43.5,19.1,11.8,94.6,31.8
8925,Tirunelveli,Millets,Mid-season,1.0,37.6,29.9,14.4,4.72,4.72,13.0,12.8,20.3,82126.0,25.2,14.2,0.0,54.8,30.8,0.0
8926,Coimbatore,Sunflower,Initial,0.35,34.5,25.8,21.9,7.12,2.49,1.1,1.1,16.4,66185.0,0.0,34.0,2.6,0.0,74.0,4.3
8927,Tirunelveli,Onion,Late-season,0.9,33.3,26.4,21.6,6.24,5.62,0.7,0.7,38.6,156143.0,0.0,37.2,34.2,0.0,80.8,57.0
8928,Vellore,Millets,Initial,0.3,35.3,26.7,15.7,5.15,1.55,0.0,0.0,10.8,43753.0,0.0,29.8,0.0,0.0,64.8,0.0
8929,Nilgiris,Onion,Mid-season,1.05,36.0,28.8,18.2,5.68,5.97,1.3,1.3,40.4,163583.0,0.0,16.0,0.0,0.0,34.9,0.0
8930,Nagapattinam,Sunflower,Mid-season,1.15,28.3,19.0,17.7,5.15,5.92,43.3,40.3,1.1,4618.0,21.7,39.4,0.0,47.3,85.6,0.0
8931,Krishnagiri,Sorghum,Initial,0.3,23.9,16.3,21.6,5.18,1.55,6.1,6.1,4.8,19495.0,49.6,35.9,8.2,107.8,78.1,13.6
8932,Coimbatore,Banana,Initial,0.5,28.7,21.0,18.8,5.12,2.56,15.7,15.3,2.7,10745.0,0.0,42.4,0.0,0.0,92.2,0.0
8933,Vellore,Sorghum,Development,0.68,31.3,25.1,22.6,5.94,4.01,0.1,0.1,28.0,113134.0,46.0,37.4,3.8,100.0,81.2,6.3
8934,Nagapattinam,Banana,Mid-season,1.1,35.3,28.3,22.2,6.69,7.36,8.3,8.2,43.3,175336.0,0.0,25.1,0.0,0.0,54.5,0.0
8935,Thanjavur,Sorghum,Late-season,0.8,31.9,25.3,22.2,6.08,4.87,8.3,8.2,25.9,104837.0,0.0,48.1,0.0,0.0,104.6,0.0
8936,Trichy,Rice,Mid-season,1.2,32.0,23.7,18.8,5.7,6.83,8.9,8.8,39.0,157947.0,0.0,33.2,0.0,0.0,72.3,0.0
8937,Kovilpatti,Pulses,Mid-season,1.1,33.9,24.8,18.2,5.93,6.52,1.2,1.2,44.4,179841.0,0.0,36.5,2.5,0.0,79.4,4.2
8938,Trichy,Cotton,Development,0.75,31.6,23.9,19.5,5.69,4.27,4.2,4.2,25.6,103798.0,0.0,48.8,0.0,0.0,106.1,0.0
8939,Nagapattinam,Sunflower,Development,0.75,31.1,24.3,23.4,6.36,4.77,18.3,17.8,15.6,63110.0,0.0,29.3,0.0,0.0,63.7,0.0
8940,Nilgiris,Sugarcane,Mid-season,1.25,34.7,27.4,17.1,5.21,6.51,15.0,14.6,30.9,125211.0,2.8,25.9,11.2,6.0,56.2,18.7
8941,Trichy,Chili,Late-season,0.98,35.5,26.1,20.2,6.9,6.72,11.2,11.0,36.0,145851.0,0.0,50.6,0.0,0.0,110.1,0.0
8942,Thanjavur,Groundnut,Development,0.75,35.7,28.8,14.6,4.43,3.33,8.4,8.3,15.0,60780.0,9.4,51.9,0.0,20.3,112.9,0.0
8943,Trichy,Sorghum,Development,0.68,33.8,27.0,19.6,5.66,3.82,34.1,32.3,0.0,0.0,0.0,51.6,0.0,0.0,112.2,0.0
8944,Coimbatore,Cotton,Initial,0.35,29.0,20.9,15.7,4.38,1.53,10.0,9.9,0.9,3514.0,22.0,29.9,0.0,47.9,65.0,0.0
8945,Trichy,Sugarcane,Late-season,1.0,29.9,21.0,11.7,3.47,3.47,1.1,1.1,23.2,93907.0,38.2,51.4,0.0,83.1,111.7,0.0
8946,Tirunelveli,Maize,Mid-season,1.2,31.2,22.5,19.2,5.8,6.96,13.6,13.3,35.4,143303.0,20.7,30.5,0.0,45.0,66.4,0.0
8947,Madurai,Chili,Late-season,0.98,33.2,23.8,15.8,5.16,5.03,12.3,12.1,23.1,93552.0,0.0,26.9,0.0,0.0,58.4,0.0
8948,Nagapattinam,Rice,Mid-season,1.2,32.5,23.1,16.5,5.31,6.38,2.3,2.3,42.4,171477.0,0.0,38.7,0.0,0.0,84.0,0.0
8949,Trichy,Chili,Development,0.82,33.5,26.1,18.0,5.38,4.43,22.5,21.7,9.3,37824.0,0.0,38.7,11.2,0.0,84.2,18.7
8950,Madurai,Chili,Mid-season,1.05,28.0,21.5,19.6,4.88,5.12,7.6,7.5,28.3,114525.0,0.0,14.5,13.3,0.0,31.4,22.1
8951,Krishnagiri,Sesamum,Initial,0.35,32.4,26.3,24.0,6.43,2.25,5.8,5.7,10.1,40729.0,0.0,48.5,0.0,0.0,105.5,0.0
8952,Nagapattinam,Maize,Initial,0.3,32.1,24.5,11.6,3.39,1.02,17.5,17.0,0.0,0.0,45.6,42.1,0.0,99.0,91.4,0.0
8953,Coimbatore,Sugarcane,Development,0.82,36.5,29.5,15.2,4.68,3.86,0.0,0.0,27.0,109176.0,4.6,45.0,0.0,10.0,97.9,0.0
8954,Nagapattinam,Sesamum,Mid-season,1.1,28.9,22.2,23.0,5.91,6.5,4.3,4.2,41.2,166927.0,38.9,22.3,0.0,84.6,48.4,0.0
8955,Thanjavur,Sorghum,Development,0.68,33.6,26.9,17.4,4.99,3.37,1.0,1.0,22.6,91301.0,14.6,32.3,0.0,31.8,70.1,0.0
8956,Vellore,Sugarcane,Late-season,1.0,39.0,29.6,13.5,4.93,4.93,1.1,1.1,33.4,135339.0,48.4,34.6,0.0,105.2,75.3,0.0
8957,Coimbatore,Sesamum,Late-season,0.68,34.9,26.7,20.6,6.58,4.44,0.1,0.1,31.0,125502.0,4.3,32.7,0.0,9.3,71.0,0.0
8958,Madurai,Pulses,Initial,0.4,27.8,18.5,19.3,5.56,2.22,5.5,5.5,10.1,40874.0,0.0,40.2,0.0,0.0,87.4,0.0
8959,Thanjavur,Sunflower,Development,0.75,30.3,23.9,17.3,4.52,3.39,14.1,13.8,9.9,40113.0,0.0,40.6,0.0,0.0,88.3,0.0
8960,Nagapattinam,Maize,Development,0.75,24.4,16.5,18.3,4.52,3.39,3.8,3.8,19.9,80461.0,55.6,45.1,11.5,120.8,98.1,19.1
8961,Trichy,Coconut,Late-season,1.0,35.6,26.5,22.9,7.78,7.78,18.8,18.2,36.2,146691.0,5.1,37.8,11.1,11.0,82.1,18.5
8962,Trichy,Rice,Initial,1.05,35.9,28.0,19.5,6.29,6.61,1.5,1.5,44.8,181302.0,3.3,53.3,14.7,7.3,115.9,24.5
8963,Trichy,Chili,Development,0.82,31.0,24.6,16.3,4.3,3.55,4.7,4.7,20.2,81630.0,8.5,35.6,0.0,18.5,77.4,0.0
8964,Tirunelveli,Sesamum,Mid-season,1.1,36.2,29.6,17.2,5.14,5.65,0.6,0.6,39.0,157882.0,0.0,35.9,0.0,0.0,78.0,0.0
8965,Thanjavur,Groundnut,Mid-season,1.1,33.5,26.8,20.4,5.82,6.4,0.1,0.1,44.7,181008.0,21.6,39.0,0.0,46.9,84.8,0.0
8966,Madurai,Millets,Development,0.65,30.1,23.8,14.9,3.82,2.48,3.5,3.4,13.9,56399.0,44.7,14.7,0.0,97.1,32.0,0.0
8967,Trichy,Sesamum,Initial,0.35,31.6,22.5,22.6,7.04,2.46,7.9,7.8,9.5,38335.0,49.6,43.1,0.0,107.9,93.7,0.0
8968,Thanjavur,Sunflower,Late-season,0.75,32.0,25.1,19.2,5.39,4.04,6.9,6.8,21.5,87003.0,40.2,27.5,0.0,87.3,59.8,0.0
8969,Tirunelveli,Rice,Development,1.12,32.2,24.1,18.8,5.67,6.38,4.0,4.0,40.7,164608.0,0.0,36.5,0.0,0.0,79.4,0.0
8970,Coimbatore,Maize,Initial,0.3,38.9,32.2,18.6,5.9,1.77,8.2,8.1,4.3,17378.0,2.9,25.8,0.0,6.4,56.2,0.0
8971,Thanjavur,Rice,Mid-season,1.2,34.8,26.8,15.4,4.87,5.85,12.2,12.0,29.0,117171.0,16.4,50.0,0.0,35.7,108.6,0.0
8972,Thanjavur,Groundnut,Late-season,0.85,32.4,23.6,15.0,4.68,3.98,8.5,8.4,19.5,78919.0,0.0,50.5,0.0,0.0,109.7,0.0
8973,Thanjavur,Groundnut,Initial,0.4,36.4,30.1,17.5,5.15,2.06,10.7,10.5,3.9,15642.0,21.7,22.3,0.0,47.1,48.4,0.0
8974,Coimbatore,Sorghum,Development,0.68,30.6,21.2,17.8,5.49,3.7,0.6,0.6,25.3,102313.0,3.2,27.4,0.0,7.0,59.6,0.0
8975,Tirunelveli,Banana,Development,0.8,33.3,26.9,21.9,6.09,4.87,2.0,2.0,32.1,129866.0,0.0,24.0,0.0,0.0,52.2,0.0
8976,Coimbatore,Sesamum,Late-season,0.68,32.1,25.7,20.8,5.64,3.81,2.8,2.8,23.9,96666.0,0.0,44.9,0.0,0.0,97.6,0.0
8977,Vellore,Sesamum,Development,0.73,28.4,21.6,21.7,5.57,4.04,3.5,3.5,24.8,100396.0,0.0,50.3,0.0,0.0,109.4,0.0
8978,Tirunelveli,Millets,Mid-season,1.0,38.9,31.2,18.7,6.34,6.34,16.5,16.1,28.3,114527.0,46.7,48.8,35.2,101.5,106.1,58.6
8979,Kovilpatti,Sorghum,Mid-season,1.05,32.5,26.4,12.5,3.32,3.49,3.4,3.4,21.0,85005.0,0.0,24.3,10.8,0.0,52.7,17.9
8980,Madurai,Sesamum,Mid-season,1.1,32.3,23.8,16.6,5.11,5.62,1.5,1.5,37.9,153205.0,12.7,49.1,0.0,27.7,106.8,0.0
8981,Kovilpatti,Cotton,Development,0.75,30.2,22.1,20.5,5.9,4.42,9.4,9.3,21.7,87645.0,57.8,23.3,0.0,125.7,50.6,0.0
8982,Tirunelveli,Sesamum,Late-season,0.68,33.5,26.0,12.3,3.69,2.49,6.6,6.6,10.9,43957.0,0.0,49.3,0.0,0.0,107.1,0.0
8983,Nilgiris,Sesamum,Late-season,0.68,33.4,25.5,20.0,6.1,4.12,1.8,1.8,27.1,109566.0,17.8,42.9,0.0,38.6,93.2,0.0
8984,Kovilpatti,Groundnut,Initial,0.4,31.0,21.6,23.7,7.37,2.95,2.9,2.9,17.8,71960.0,0.0,49.8,0.0,0.0,108.3,0.0
8985,Nagapattinam,Pulses,Initial,0.4,30.5,23.8,21.4,5.73,2.29,3.8,3.7,12.3,49817.0,10.6,33.7,0.0,23.0,73.2,0.0
8986,Trichy,Millets,Initial,0.3,35.7,28.5,19.8,6.06,1.82,5.8,5.7,7.0,28404.0,51.9,45.4,0.0,112.7,98.7,0.0
8987,Coimbatore,Sorghum,Initial,0.3,33.4,26.1,21.5,6.38,1.92,6.1,6.0,7.4,29898.0,44.9,39.7,6.0,97.7,86.3,10.0
8988,Nagapattinam,Chili,Mid-season,1.05,29.8,22.0,13.7,3.83,4.02,2.8,2.8,25.3,102548.0,2.5,38.4,0.0,5.5,83.4,0.0
8989,Krishnagiri,Sorghum,Initial,0.3,35.5,27.5,18.2,5.83,1.75,6.3,6.3,6.0,24180.0,8.1,33.1,0.0,17.6,71.9,0.0
8990,Nilgiris,Coconut,Mid-season,1.0,31.7,22.3,15.3,4.84,4.84,15.0,14.6,19.3,77928.0,20.2,16.2,0.0,43.8,35.2,0.0
8991,Thanjavur,Coconut,Mid-season,1.0,30.2,20.6,14.9,4.58,4.58,6.7,6.6,25.4,102937.0,50.0,16.9,36.9,108.7,36.7,61.5
8992,Nagapattinam,Chili,Mid-season,1.05,33.3,26.7,19.3,5.47,5.74,3.7,3.7,36.5,147680.0,32.1,24.3,0.0,69.9,52.9,0.0
8993,Tirunelveli,Rice,Initial,1.05,32.2,23.8,20.1,6.13,6.43,3.5,3.5,41.5,168069.0,22.5,28.6,0.0,48.9,62.2,0.0
8994,Tirunelveli,Sorghum,Development,0.68,29.6,20.5,20.3,6.01,4.06,0.8,0.8,27.6,111545.0,34.0,39.3,0.0,73.8,85.4,0.0
8995,Nagapattinam,Rice,Mid-season,1.2,27.2,21.0,19.3,4.65,5.57,15.0,14.6,24.4,98764.0,0.0,14.8,0.0,0.0,32.1,0.0
8996,Madurai,Groundnut,Late-season,0.85,36.4,28.8,21.9,6.97,5.92,9.1,8.9,32.5,131683.0,68.8,50.2,0.0,149.6,109.1,0.0
8997,Nilgiris,Cotton,Mid-season,1.15,36.2,27.4,17.6,5.94,6.83,1.2,1.2,46.6,188722.0,0.0,33.7,0.0,0.0,73.2,0.0
8998,Nilgiris,Sesamum,Late-season,0.68,36.1,26.5,16.9,5.91,3.99,39.7,37.2,0.0,0.0,0.0,25.0,6.9,0.0,54.4,11.4
8999,Tirunelveli,Pulses,Mid-season,1.1,33.3,27.3,17.5,4.76,5.24,3.2,3.1,33.5,135714.0,52.0,32.1,0.0,113.2,69.9,0.0
9000,Nagapattinam,Coconut,Development,1.0,33.0,24.6,16.9,5.27,5.27,38.2,35.9,1.0,3971.0,3.1,35.1,0.0,6.7,76.2,0.0
9001,Madurai,Pulses,Initial,0.4,27.9,18.2,19.8,5.83,2.33,9.5,9.4,7.0,28141.0,0.0,42.2,0.0,0.0,91.7,0.0
9002,Tirunelveli,Cotton,Initial,0.35,24.0,14.5,15.6,4.11,1.44,2.3,2.3,7.7,31330.0,0.0,44.0,0.0,0.0,95.8,0.0
9003,Thanjavur,Pulses,Mid-season,1.1,29.1,21.3,15.8,4.36,4.8,6.8,6.7,26.8,108593.0,11.8,39.0,0.0,25.6,84.9,0.0
9004,Nagapattinam,Onion,Initial,0.7,26.5,19.7,19.7,4.85,3.4,10.0,9.8,13.9,56372.0,53.9,17.8,0.0,117.2,38.7,0.0
9005,Nagapattinam,Turmeric,Mid-season,1.05,34.6,24.8,21.3,7.26,7.62,3.9,3.9,49.4,200048.0,0.0,24.8,0.0,0.0,53.9,0.0
9006,Madurai,Pulses,Mid-season,1.1,33.8,25.8,20.8,6.45,7.1,0.2,0.2,49.5,200474.0,57.6,48.3,2.1,125.3,105.0,3.5
9007,Vellore,Millets,Development,0.65,34.3,25.7,17.3,5.58,3.63,1.8,1.8,23.6,95380.0,21.8,24.7,15.2,47.4,53.6,25.4
9008,Kovilpatti,Groundnut,Late-season,0.85,36.0,30.0,17.6,5.06,4.3,15.1,14.7,15.4,62211.0,0.0,44.9,0.0,0.0,97.6,0.0
9009,Kovilpatti,Cotton,Late-season,0.92,33.9,24.0,20.4,6.88,6.37,19.6,19.0,25.5,103311.0,0.0,33.7,36.5,0.0,73.3,60.8
9010,Thanjavur,Rice,Mid-season,1.2,30.2,21.3,18.8,5.62,6.75,13.9,13.6,33.7,136202.0,9.2,27.8,0.0,20.0,60.4,0.0
9011,Coimbatore,Onion,Mid-season,1.05,29.7,23.3,14.7,3.79,3.97,4.0,4.0,23.9,96574.0,0.0,27.3,0.0,0.0,59.4,0.0
9012,Madurai,Rice,Late-season,1.05,35.7,27.0,15.7,5.24,5.5,2.2,2.2,36.3,147087.0,24.8,32.4,0.0,54.0,70.4,0.0
9013,Kovilpatti,Banana,Mid-season,1.1,33.0,23.7,19.4,6.3,6.93,4.8,4.8,43.7,176956.0,33.5,21.2,0.0,72.8,46.1,0.0
9014,Madurai,Sorghum,Mid-season,1.05,36.2,27.4,17.1,5.8,6.08,3.2,3.1,39.4,159638.0,14.7,44.7,0.0,32.0,97.1,0.0
9015,Tirunelveli,Sorghum,Initial,0.3,27.9,18.4,18.8,5.44,1.63,10.6,10.4,1.0,4143.0,25.1,42.1,0.0,54.5,91.5,0.0
9016,Kovilpatti,Turmeric,Initial,0.3,31.5,22.3,18.3,5.69,1.71,1.0,1.0,10.9,44310.0,52.6,23.9,0.0,114.3,51.9,0.0
9017,Vellore,Maize,Development,0.75,32.7,24.3,16.7,5.16,3.87,9.8,9.7,17.5,70644.0,0.0,45.2,3.7,0.0,98.2,6.2
9018,Krishnagiri,Groundnut,Initial,0.4,27.1,20.4,20.8,5.14,2.06,3.6,3.6,10.8,43900.0,0.0,50.4,17.7,0.0,109.6,29.5
9019,Tirunelveli,Groundnut,Development,0.75,30.5,23.2,25.8,7.2,5.4,5.5,5.4,32.4,130965.0,42.2,22.1,0.0,91.7,48.1,0.0
9020,Krishnagiri,Millets,Mid-season,1.0,33.9,26.3,13.5,4.13,4.13,2.6,2.6,26.3,106459.0,0.0,37.8,16.8,0.0,82.3,28.0
9021,Nagapattinam,Sugarcane,Mid-season,1.25,32.3,23.3,17.9,5.64,7.05,9.7,9.5,39.8,161161.0,2.7,16.8,0.0,5.9,36.5,0.0
9022,Kovilpatti,Maize,Development,0.75,27.7,20.9,20.2,5.12,3.84,18.3,17.8,9.1,36868.0,27.4,35.0,0.0,59.5,76.1,0.0
9023,Coimbatore,Sunflower,Initial,0.35,29.4,22.9,16.5,4.27,1.49,5.3,5.3,5.2,21021.0,18.6,39.2,9.4,40.3,85.2,15.7
9024,Thanjavur,Sorghum,Development,0.68,31.9,23.3,24.7,7.54,5.09,10.5,10.4,25.3,102198.0,0.0,30.1,27.8,0.0,65.4,46.3
9025,Vellore,Sorghum,Mid-season,1.05,30.5,24.0,13.3,3.51,3.69,3.3,3.3,22.5,91035.0,20.1,33.6,0.0,43.6,73.0,0.0
9026,Madurai,Rice,Late-season,1.05,36.2,30.1,18.1,5.24,5.5,8.0,7.9,30.5,123590.0,31.7,20.4,0.0,68.9,44.3,0.0
9027,Thanjavur,Coconut,Late-season,1.0,30.6,24.4,19.6,5.07,5.07,9.6,9.4,26.1,105477.0,0.0,31.0,0.0,0.0,67.3,0.0
9028,Thanjavur,Cotton,Mid-season,1.15,35.7,28.3,15.8,4.91,5.65,2.3,2.3,37.3,150845.0,13.9,30.9,0.0,30.1,67.1,0.0
9029,Trichy,Sesamum,Mid-season,1.1,32.8,26.5,19.9,5.48,6.03,19.8,19.2,23.0,92993.0,27.5,15.7,0.0,59.9,34.1,0.0
9030,Trichy,Sorghum,Development,0.68,31.0,23.1,19.1,5.51,3.72,1.4,1.4,24.7,99838.0,0.0,27.1,0.0,0.0,58.8,0.0
9031,Tirunelveli,Maize,Mid-season,1.2,31.9,24.7,23.4,6.66,7.99,6.1,6.0,49.9,201915.0,0.0,28.0,0.0,0.0,60.8,0.0
9032,Tirunelveli,Sesamum,Development,0.73,32.9,25.5,19.8,5.81,4.21,7.0,7.0,22.5,91256.0,12.1,43.9,0.0,26.2,95.5,0.0
9033,Kovilpatti,Sugarcane,Late-season,1.0,33.8,25.4,16.3,5.15,5.15,1.5,1.5,34.5,139782.0,0.0,20.4,9.2,0.0,44.4,15.3
9034,Madurai,Turmeric,Mid-season,1.05,31.6,23.4,13.2,3.93,4.13,14.0,13.7,15.2,61605.0,44.9,23.3,0.0,97.6,50.7,0.0
9035,Kovilpatti,Sunflower,Development,0.75,33.2,24.6,16.3,5.13,3.85,0.4,0.4,26.5,107376.0,29.6,37.7,2.0,64.4,81.9,3.3
9036,Vellore,Maize,Late-season,0.9,38.3,31.7,21.7,6.76,6.09,11.5,11.3,31.3,126843.0,0.0,27.6,0.0,0.0,60.0,0.0
9037,Nagapattinam,Sunflower,Development,0.75,24.6,17.9,15.9,3.68,2.76,2.2,2.2,17.1,69376.0,0.0,18.6,0.0,0.0,40.5,0.0
9038,Nagapattinam,Cotton,Mid-season,1.15,30.9,21.8,24.8,7.6,8.74,8.7,8.6,52.6,212803.0,39.6,23.1,0.0,86.0,50.1,0.0
9039,Madurai,Sugarcane,Mid-season,1.25,31.8,25.6,21.9,5.81,7.26,3.4,3.4,47.4,191742.0,7.9,24.0,33.7,17.1,52.1,56.2
9040,Nilgiris,Pulses,Late-season,0.73,33.3,24.5,22.0,7.0,5.08,8.7,8.6,26.9,109018.0,29.8,33.4,29.5,64.8,72.6,49.2
9041,Vellore,Onion,Late-season,0.9,29.6,20.2,18.9,5.68,5.11,1.3,1.3,34.5,139664.0,31.4,41.9,45.7,68.2,91.2,76.2
9042,Krishnagiri,Onion,Initial,0.7,35.4,27.8,14.1,4.41,3.09,2.9,2.9,18.7,75697.0,25.1,24.0,0.0,54.5,52.2,0.0
9043,Vellore,Banana,Mid-season,1.1,35.7,28.9,16.7,5.03,5.53,3.4,3.4,35.3,142833.0,0.0,26.1,0.0,0.0,56.7,0.0
9044,Nilgiris,Banana,Mid-season,1.1,32.8,25.7,21.5,6.22,6.84,2.3,2.3,45.5,184278.0,0.0,40.4,0.0,0.0,87.8,0.0
9045,Krishnagiri,Banana,Late-season,1.05,30.4,21.1,14.0,4.28,4.49,4.6,4.6,26.9,108662.0,39.7,31.9,0.0,86.3,69.4,0.0
9046,Coimbatore,Millets,Initial,0.3,31.9,22.2,12.2,3.91,1.17,46.5,43.0,0.0,0.0,0.0,19.8,0.0,0.0,43.0,0.0
9047,Thanjavur,Pulses,Mid-season,1.1,33.2,26.7,20.2,5.66,6.23,12.9,12.6,31.0,125363.0,23.4,50.7,0.0,50.9,110.3,0.0
9048,Tirunelveli,Cotton,Initial,0.35,34.4,25.9,20.8,6.7,2.35,8.8,8.7,7.7,31251.0,13.3,25.2,0.0,29.0,54.8,0.0
9049,Thanjavur,Groundnut,Mid-season,1.1,30.9,23.1,18.9,5.46,6.01,0.3,0.3,41.7,168766.0,49.8,20.0,0.0,108.2,43.5,0.0
9050,Coimbatore,Cotton,Initial,0.35,31.3,23.4,16.5,4.81,1.68,12.1,11.8,0.0,0.0,0.0,26.2,0.0,0.0,56.9,0.0
9051,Coimbatore,Onion,Mid-season,1.05,34.5,24.8,15.9,5.43,5.7,14.5,14.2,25.7,104089.0,0.0,39.7,0.0,0.0,86.4,0.0
9052,Madurai,Turmeric,Late-season,0.98,37.0,28.3,22.1,7.58,7.39,11.1,10.9,40.9,165384.0,42.4,14.6,0.0,92.1,31.7,0.0
9053,Tirunelveli,Banana,Initial,0.5,34.4,26.3,16.0,5.05,2.53,11.3,11.1,6.6,26628.0,30.2,56.5,0.0,65.6,122.8,0.0
9054,Vellore,Sorghum,Late-season,0.8,33.1,26.7,14.8,4.14,3.31,5.3,5.3,17.9,72513.0,0.0,28.2,0.0,0.0,61.3,0.0
9055,Nagapattinam,Pulses,Initial,0.4,28.1,19.9,17.0,4.68,1.87,0.2,0.2,12.9,52201.0,0.0,39.6,0.0,0.0,86.1,0.0
9056,Krishnagiri,Groundnut,Late-season,0.85,30.1,23.4,11.3,3.0,2.55,5.5,5.5,12.3,49947.0,52.1,18.3,0.0,113.2,39.8,0.0
9057,Madurai,Maize,Initial,0.3,31.0,22.4,19.4,5.82,1.75,6.6,6.6,5.7,22941.0,56.1,41.6,0.0,121.9,90.4,0.0
9058,Madurai,Sunflower,Initial,0.35,31.9,24.4,24.9,7.22,2.53,2.7,2.7,15.0,60760.0,3.0,17.7,0.0,6.4,38.5,0.0
9059,Nilgiris,Onion,Development,0.88,28.9,19.3,21.7,6.48,5.67,6.8,6.7,33.0,133473.0,23.2,31.3,0.0,50.4,68.1,0.0
9060,Thanjavur,Millets,Development,0.65,30.9,22.0,18.0,5.46,3.55,10.0,9.9,14.9,60470.0,7.6,32.2,0.0,16.4,70.1,0.0
9061,Trichy,Coconut,Mid-season,1.0,35.2,27.0,15.2,4.91,4.91,7.7,7.6,26.8,108554.0,2.9,18.7,0.0,6.4,40.6,0.0
9062,Tirunelveli,Turmeric,Development,0.68,37.3,27.8,18.1,6.46,4.36,10.8,10.6,20.0,80748.0,51.7,40.7,0.0,112.4,88.5,0.0
9063,Vellore,Sunflower,Mid-season,1.15,31.5,23.0,16.8,5.08,5.85,6.6,6.5,34.4,139317.0,0.0,33.8,0.0,0.0,73.4,0.0
9064,Kovilpatti,Maize,Mid-season,1.2,29.9,22.6,17.9,4.9,5.88,15.6,15.2,26.0,105296.0,66.4,52.8,20.4,144.4,114.8,34.0
