location,district_soil_type,crop_type,year,season,soil_ph,soil_ec_dS_m,organic_carbon_pct,available_nitrogen_kg_ha,available_phosphorus_kg_ha,available_potassium_kg_ha,area_hectares,yield_kg_per_hectare,production_kg
trichy,Black Cotton Soil,Pulses,2016,Summer,7.95,0.31,0.6,145.9,22.6,251.6,1.68,750.5,1263.0
kovilpatti,Red Sandy Loam,Pulses,2016,Summer,6.7,0.34,0.58,192.2,15.4,261.4,0.41,605.1,248.9
thanjavur,Alluvial Clay (Delta),Millets,2018,Kharif,7.07,0.23,0.63,302.4,10.4,264.7,1.56,1230.0,1915.1
krishnagiri,Red Loam,Pulses,2023,Rabi,6.24,0.14,0.69,202.6,14.3,171.3,0.2,714.7,145.9
nagapattinam,Coastal Alluvial,Sugarcane,2022,Summer,6.9,0.38,0.7,119.6,13.4,164.1,0.36,71279.0,25307.7
thanjavur,Alluvial Clay (Delta),Pulses,2016,Summer,7.46,0.41,0.64,203.9,18.3,148.2,3.81,760.1,2897.0
trichy,Black Cotton Soil,Sorghum,2016,Rabi,7.04,0.29,0.65,330.5,19.3,102.5,1.72,1609.5,2764.7
coimbatore,Red Sandy Loam,Rice,2016,Rabi,6.8,0.46,0.39,240.4,19.2,193.6,1.05,2998.4,3156.9
nilgiris,Lateritic Hill Soil,Sorghum,2021,Kharif,6.48,0.35,0.91,260.6,22.5,391.8,1.98,1559.5,3085.7
coimbatore,Red Sandy Loam,Sorghum,2015,Rabi,5.89,0.37,0.55,182.2,9.6,173.6,0.25,1342.2,334.4
vellore,Red Sandy Loam,Cotton,2018,Rabi,7.07,0.43,0.8,221.2,30.9,131.0,0.2,394.3,78.9
coimbatore,Red Sandy Loam,Pulses,2022,Summer,6.98,0.44,0.56,265.6,12.9,202.7,1.45,731.4,1061.9
thanjavur,Alluvial Clay (Delta),Sorghum,2020,Summer,7.48,0.55,0.64,205.1,28.5,265.1,9.11,1468.4,13380.1
madurai,Black Clay Loam,Cotton,2022,Rabi,6.8,0.89,0.48,365.3,24.9,113.6,0.2,569.8,114.0
vellore,Red Sandy Loam,Millets,2017,Rabi,6.8,0.61,0.4,263.3,15.6,192.4,0.36,1153.1,420.5
krishnagiri,Red Loam,Sugarcane,2022,Summer,7.52,0.44,0.54,277.6,12.3,118.6,4.03,68491.3,275793.8
vellore,Red Sandy Loam,Pulses,2016,Summer,7.13,0.13,0.31,272.7,21.6,177.9,0.34,822.3,278.8
trichy,Black Cotton Soil,Pulses,2023,Rabi,6.86,0.28,0.7,241.2,12.5,101.9,2.49,787.2,1961.8
krishnagiri,Red Loam,Sugarcane,2017,Kharif,6.75,0.43,0.69,293.0,20.7,231.4,2.93,79031.8,231510.0
madurai,Black Clay Loam,Millets,2023,Rabi,6.76,0.41,0.72,218.9,28.2,207.0,1.15,1151.3,1320.1
nilgiris,Lateritic Hill Soil,Cotton,2021,Summer,6.7,0.54,0.47,197.7,26.5,207.1,0.2,452.9,90.6
coimbatore,Red Sandy Loam,Rice,2023,Kharif,7.85,0.33,0.62,224.7,17.1,175.8,2.98,3395.3,10127.8
kovilpatti,Red Sandy Loam,Sugarcane,2024,Rabi,6.83,0.05,0.69,261.0,15.3,172.2,1.95,75421.2,146748.8
nilgiris,Lateritic Hill Soil,Cotton,2019,Rabi,7.01,0.29,0.5,171.5,21.8,274.0,0.62,456.7,283.6
nagapattinam,Coastal Alluvial,Cotton,2017,Rabi,7.13,0.41,0.38,245.5,20.9,209.4,3.2,430.0,1375.9
thanjavur,Alluvial Clay (Delta),Sorghum,2015,Summer,7.13,0.74,0.64,220.9,24.9,227.6,0.2,1302.9,260.6
trichy,Black Cotton Soil,Millets,2020,Kharif,6.16,0.27,0.53,299.8,20.8,191.4,1.59,1138.7,1812.3
tirunelveli,Red Loam,Pulses,2018,Rabi,7.27,0.28,0.61,179.9,16.3,219.2,6.87,736.0,5059.3
nagapattinam,Coastal Alluvial,Cotton,2017,Rabi,6.99,0.61,0.69,294.9,16.2,252.1,0.97,420.4,406.2
trichy,Black Cotton Soil,Millets,2019,Summer,6.18,0.94,0.4,315.2,13.9,232.8,6.42,1130.4,7259.2
vellore,Red Sandy Loam,Rice,2018,Rabi,6.39,0.52,0.73,154.0,18.6,317.9,5.16,3326.4,17172.2
thanjavur,Alluvial Clay (Delta),Sugarcane,2019,Summer,6.34,0.66,0.57,177.7,17.4,149.0,0.74,55802.4,41234.7
nagapattinam,Coastal Alluvial,Sorghum,2015,Kharif,6.65,0.51,0.39,216.8,26.6,143.7,0.4,1582.4,639.1
trichy,Black Cotton Soil,Sorghum,2020,Summer,7.3,0.25,0.48,217.9,20.3,274.8,0.25,1517.5,379.8
thanjavur,Alluvial Clay (Delta),Cotton,2016,Summer,6.78,0.5,0.76,208.7,20.5,276.0,1.06,431.1,456.1
coimbatore,Red Sandy Loam,Cotton,2019,Rabi,7.44,0.4,0.43,279.6,16.0,254.1,7.32,465.9,3410.3
madurai,Black Clay Loam,Pulses,2021,Summer,7.41,0.53,0.42,163.5,20.9,391.5,0.81,680.0,550.0
madurai,Black Clay Loam,Sugarcane,2018,Rabi,6.09,0.85,0.75,145.4,18.2,317.3,3.83,70957.8,272011.0
tirunelveli,Red Loam,Rice,2019,Summer,6.54,0.38,0.49,153.8,17.1,192.0,0.68,2772.4,1896.1
madurai,Black Clay Loam,Millets,2015,Kharif,6.89,0.39,0.55,229.2,23.2,135.4,5.23,1006.6,5260.8
madurai,Black Clay Loam,Sugarcane,2020,Kharif,7.7,0.05,0.37,207.6,18.6,310.4,0.22,65729.4,14492.3
thanjavur,Alluvial Clay (Delta),Rice,2020,Summer,6.72,0.36,0.61,277.2,25.7,239.3,3.25,2842.2,9236.2
vellore,Red Sandy Loam,Sorghum,2017,Rabi,7.29,0.64,0.75,220.6,26.7,177.3,3.2,1229.7,3929.1
thanjavur,Alluvial Clay (Delta),Millets,2021,Kharif,7.4,0.54,0.4,261.5,11.0,115.9,2.01,1094.5,2197.0
kovilpatti,Red Sandy Loam,Millets,2024,Summer,7.87,0.71,0.59,232.0,22.4,158.3,0.2,917.9,183.6
thanjavur,Alluvial Clay (Delta),Cotton,2018,Summer,7.57,0.2,0.49,225.7,24.0,308.8,0.2,436.3,87.3
coimbatore,Red Sandy Loam,Cotton,2017,Kharif,8.35,0.59,0.65,255.8,18.5,145.0,0.36,439.8,159.6
nilgiris,Lateritic Hill Soil,Pulses,2023,Kharif,6.98,0.16,0.39,226.8,18.4,133.9,0.25,692.9,176.4
kovilpatti,Red Sandy Loam,Rice,2024,Summer,6.96,0.49,0.66,173.4,8.6,281.8,0.79,3527.5,2792.5
madurai,Black Clay Loam,Pulses,2020,Rabi,6.41,0.57,0.5,182.9,21.2,250.1,1.19,613.3,727.2
nilgiris,Lateritic Hill Soil,Cotton,2020,Summer,7.45,0.76,0.51,270.3,24.4,218.3,1.03,426.2,440.2
nagapattinam,Coastal Alluvial,Millets,2024,Kharif,6.65,0.12,0.82,155.4,13.3,173.4,0.97,1116.7,1086.6
madurai,Black Clay Loam,Millets,2018,Summer,6.04,0.66,0.74,259.7,21.6,265.7,6.74,999.8,6734.7
tirunelveli,Red Loam,Cotton,2022,Rabi,5.89,0.11,0.11,185.2,15.8,184.9,0.27,434.3,117.7
vellore,Red Sandy Loam,Cotton,2018,Summer,6.33,0.54,0.1,254.0,16.0,181.2,0.54,457.9,248.9
madurai,Black Clay Loam,Cotton,2019,Rabi,7.68,0.3,0.35,240.0,13.9,231.1,0.66,433.6,284.6
nilgiris,Lateritic Hill Soil,Millets,2020,Summer,7.7,0.33,0.6,231.3,24.8,117.0,6.44,1121.6,7223.7
trichy,Black Cotton Soil,Millets,2016,Summer,7.35,0.3,0.44,225.5,9.3,201.2,4.57,915.7,4182.4
tirunelveli,Red Loam,Rice,2021,Rabi,6.19,0.24,0.37,196.9,24.6,302.2,0.2,2854.5,570.9
madurai,Black Clay Loam,Sorghum,2024,Summer,6.55,0.51,0.77,260.4,15.6,136.4,2.05,1333.6,2735.7
madurai,Black Clay Loam,Rice,2019,Kharif,6.43,0.32,0.79,238.1,15.3,226.1,0.2,2663.0,532.6
tirunelveli,Red Loam,Sorghum,2017,Rabi,7.28,0.34,0.81,325.3,13.3,197.4,1.99,1318.6,2622.3
krishnagiri,Red Loam,Pulses,2023,Rabi,6.68,0.8,0.59,285.8,20.7,79.1,2.79,793.0,2215.3
nagapattinam,Coastal Alluvial,Cotton,2017,Kharif,8.11,0.59,0.27,199.3,13.8,240.3,1.86,382.8,710.2
thanjavur,Alluvial Clay (Delta),Pulses,2015,Rabi,6.43,0.17,0.18,347.1,22.7,234.5,1.29,691.6,893.8
nilgiris,Lateritic Hill Soil,Rice,2019,Summer,6.5,0.25,0.1,272.1,8.3,345.0,0.2,3087.2,617.4
krishnagiri,Red Loam,Sugarcane,2023,Kharif,6.9,0.39,0.5,256.9,20.9,177.7,1.41,76488.9,108114.7
nagapattinam,Coastal Alluvial,Sorghum,2021,Rabi,7.37,0.32,1.16,190.9,17.9,190.1,0.57,1423.9,809.7
coimbatore,Red Sandy Loam,Rice,2022,Rabi,5.55,0.13,0.72,165.7,18.9,346.2,1.27,3048.7,3878.7
vellore,Red Sandy Loam,Millets,2018,Summer,6.58,0.67,0.37,179.0,16.5,160.7,2.71,1207.4,3277.1
nagapattinam,Coastal Alluvial,Cotton,2018,Rabi,6.42,0.05,0.37,125.2,26.5,320.7,0.24,398.7,97.4
krishnagiri,Red Loam,Cotton,2020,Rabi,7.7,0.48,0.68,148.8,15.4,209.7,0.3,426.2,128.9
thanjavur,Alluvial Clay (Delta),Cotton,2022,Summer,6.21,0.71,0.31,310.5,7.9,262.2,1.28,386.6,495.1
kovilpatti,Red Sandy Loam,Sugarcane,2016,Summer,5.2,0.45,0.8,308.2,22.1,264.3,1.72,75068.4,128852.8
vellore,Red Sandy Loam,Sugarcane,2018,Summer,6.83,0.16,0.52,259.4,33.0,145.1,0.28,66633.9,18419.6
tirunelveli,Red Loam,Sugarcane,2020,Rabi,6.66,0.16,0.34,192.1,13.3,242.4,0.2,59985.5,11997.1
vellore,Red Sandy Loam,Millets,2024,Summer,6.65,0.36,0.21,219.6,20.9,286.7,2.08,1032.9,2149.8
kovilpatti,Red Sandy Loam,Rice,2015,Kharif,6.64,0.4,0.18,355.4,22.5,103.3,2.45,3532.2,8644.1
tirunelveli,Red Loam,Cotton,2023,Rabi,6.78,0.33,0.91,218.9,9.8,306.2,1.93,448.2,867.0
thanjavur,Alluvial Clay (Delta),Rice,2018,Rabi,6.61,0.69,0.39,200.7,10.2,129.7,0.28,2845.5,787.6
trichy,Black Cotton Soil,Pulses,2016,Summer,6.91,0.25,0.58,182.4,25.1,323.0,0.2,725.0,145.0
nagapattinam,Coastal Alluvial,Rice,2017,Rabi,6.64,0.35,0.76,180.8,19.0,323.1,0.72,3642.1,2632.9
nilgiris,Lateritic Hill Soil,Cotton,2021,Summer,6.03,0.59,0.44,342.6,18.7,196.3,0.4,429.1,170.6
tirunelveli,Red Loam,Sorghum,2021,Summer,6.3,0.66,0.82,193.2,16.2,307.0,2.43,1411.8,3429.8
nagapattinam,Coastal Alluvial,Sorghum,2015,Kharif,6.81,0.41,0.68,200.8,21.5,238.4,0.68,1460.3,988.2
vellore,Red Sandy Loam,Millets,2015,Summer,6.62,0.28,0.59,345.5,10.3,339.0,1.59,927.4,1473.0
nilgiris,Lateritic Hill Soil,Millets,2024,Rabi,6.57,0.37,0.41,298.5,32.0,284.3,0.71,974.2,690.4
tirunelveli,Red Loam,Sugarcane,2019,Kharif,5.99,0.32,0.37,307.5,34.9,134.2,7.81,59734.4,466454.0
madurai,Black Clay Loam,Pulses,2018,Kharif,5.75,0.57,0.45,316.0,18.5,295.9,0.98,755.1,736.7
trichy,Black Cotton Soil,Cotton,2016,Kharif,5.9,0.63,0.39,240.3,12.9,218.8,1.57,414.4,649.1
vellore,Red Sandy Loam,Pulses,2023,Rabi,6.87,0.36,0.42,241.4,18.4,263.2,0.2,731.4,146.3
tirunelveli,Red Loam,Cotton,2015,Rabi,7.51,0.71,0.15,166.6,20.4,204.5,0.83,330.9,274.1
vellore,Red Sandy Loam,Sugarcane,2024,Kharif,8.13,0.66,0.45,260.5,21.4,83.3,0.47,63968.7,29881.9
coimbatore,Red Sandy Loam,Pulses,2022,Summer,6.95,0.17,0.54,256.6,24.2,230.0,3.73,671.9,2502.8
madurai,Black Clay Loam,Pulses,2018,Rabi,7.56,0.87,0.7,232.3,26.3,267.2,6.41,649.0,4159.6
thanjavur,Alluvial Clay (Delta),Sorghum,2022,Rabi,7.33,0.05,0.15,247.1,16.2,190.9,0.2,1248.6,249.7
thanjavur,Alluvial Clay (Delta),Rice,2018,Summer,7.46,0.58,0.3,299.6,21.2,252.1,1.57,3106.5,4879.0
trichy,Black Cotton Soil,Rice,2022,Kharif,6.94,0.5,0.53,290.0,23.1,251.2,0.2,3610.6,722.1
madurai,Black Clay Loam,Millets,2021,Kharif,6.99,0.12,0.65,154.5,21.9,173.7,2.56,867.6,2222.6
madurai,Black Clay Loam,Sorghum,2024,Summer,6.55,0.26,0.48,240.8,11.3,264.8,0.27,1330.8,355.4
thanjavur,Alluvial Clay (Delta),Sorghum,2015,Kharif,7.17,0.59,0.37,296.9,19.1,174.1,1.23,1241.8,1525.7
vellore,Red Sandy Loam,Sugarcane,2021,Kharif,7.25,0.65,0.42,373.3,23.6,50.0,3.07,79258.1,243477.8
coimbatore,Red Sandy Loam,Pulses,2022,Rabi,7.15,0.7,0.56,150.7,28.4,363.8,2.73,781.9,2135.7
krishnagiri,Red Loam,Sugarcane,2022,Rabi,7.06,0.09,0.79,169.5,14.1,133.3,1.81,63481.5,114833.7
trichy,Black Cotton Soil,Sorghum,2022,Rabi,6.22,0.3,0.17,267.6,20.6,67.0,0.37,1458.1,540.3
nilgiris,Lateritic Hill Soil,Millets,2017,Kharif,7.02,0.42,0.76,161.4,20.3,208.9,0.2,1040.7,208.1
vellore,Red Sandy Loam,Millets,2015,Kharif,5.89,0.11,0.19,322.8,9.8,121.8,1.53,1077.0,1646.3
thanjavur,Alluvial Clay (Delta),Pulses,2024,Rabi,5.67,0.18,0.39,297.4,22.4,97.8,6.0,667.2,4002.8
kovilpatti,Red Sandy Loam,Millets,2018,Summer,5.81,0.55,0.7,107.9,10.3,223.4,1.74,776.7,1348.8
vellore,Red Sandy Loam,Sugarcane,2015,Summer,6.44,0.87,0.66,282.0,17.1,165.3,0.79,68320.9,54208.8
tirunelveli,Red Loam,Rice,2020,Summer,7.17,0.34,0.99,207.1,20.7,161.6,7.91,3229.3,25548.1
nilgiris,Lateritic Hill Soil,Cotton,2022,Kharif,6.53,0.4,0.69,207.2,21.7,79.8,0.2,511.4,102.3
trichy,Black Cotton Soil,Sugarcane,2018,Kharif,6.9,0.42,0.52,223.9,13.6,208.2,1.34,67971.3,90944.1
krishnagiri,Red Loam,Millets,2015,Kharif,6.16,0.69,0.65,258.1,14.7,235.5,1.12,969.9,1086.1
kovilpatti,Red Sandy Loam,Sugarcane,2019,Kharif,6.6,0.35,1.33,223.8,17.3,211.2,2.04,85266.4,174334.5
nilgiris,Lateritic Hill Soil,Sugarcane,2022,Rabi,6.39,0.05,0.58,218.5,14.2,297.5,2.33,72132.8,168060.4
krishnagiri,Red Loam,Rice,2015,Rabi,6.43,0.69,0.66,137.4,22.0,336.7,1.99,3177.6,6312.7
vellore,Red Sandy Loam,Millets,2017,Rabi,7.0,0.65,0.46,240.5,23.7,192.0,0.31,1020.8,317.1
krishnagiri,Red Loam,Pulses,2015,Kharif,7.3,0.58,0.47,178.8,22.1,339.1,2.35,523.5,1232.3
nagapattinam,Coastal Alluvial,Sorghum,2021,Rabi,5.66,0.77,0.38,213.1,21.4,176.2,0.5,1191.1,600.4
thanjavur,Alluvial Clay (Delta),Sorghum,2021,Kharif,6.16,0.09,0.57,300.8,17.3,179.7,5.23,1273.8,6660.2
trichy,Black Cotton Soil,Rice,2021,Summer,6.68,0.05,0.55,197.2,23.7,163.1,0.81,2951.8,2390.9
madurai,Black Clay Loam,Sugarcane,2019,Rabi,6.28,0.61,0.59,443.0,19.9,98.6,0.98,76794.1,74912.9
nilgiris,Lateritic Hill Soil,Pulses,2017,Summer,6.22,0.41,0.38,235.6,19.4,275.0,2.25,674.2,1514.1
kovilpatti,Red Sandy Loam,Millets,2022,Kharif,6.55,0.48,0.97,220.4,14.8,240.5,3.09,1163.9,3597.9
nagapattinam,Coastal Alluvial,Rice,2023,Rabi,6.1,0.26,0.82,232.5,16.2,324.7,0.68,3334.8,2253.2
nagapattinam,Coastal Alluvial,Rice,2023,Rabi,6.99,0.53,0.18,259.3,22.4,298.8,0.2,2983.5,596.7
thanjavur,Alluvial Clay (Delta),Rice,2019,Summer,7.67,0.3,0.56,249.4,26.1,143.2,1.12,3229.8,3626.7
trichy,Black Cotton Soil,Millets,2015,Summer,6.83,0.06,0.81,254.6,6.6,184.3,3.42,1083.4,3708.2
coimbatore,Red Sandy Loam,Millets,2017,Rabi,7.08,0.18,0.32,289.1,19.0,260.5,4.58,1086.5,4975.9
nilgiris,Lateritic Hill Soil,Pulses,2018,Kharif,6.25,0.43,0.75,265.2,15.4,169.3,0.2,759.8,152.0
nilgiris,Lateritic Hill Soil,Sorghum,2021,Summer,6.24,0.57,0.73,229.1,22.5,214.8,0.8,1249.5,993.8
kovilpatti,Red Sandy Loam,Cotton,2022,Rabi,8.05,0.4,0.83,226.7,3.0,332.5,0.2,331.7,66.3
coimbatore,Red Sandy Loam,Cotton,2022,Summer,7.15,0.44,0.76,338.3,16.5,189.1,0.34,464.8,156.2
vellore,Red Sandy Loam,Pulses,2019,Kharif,6.73,0.53,0.54,264.9,29.8,305.4,1.18,721.7,854.5
madurai,Black Clay Loam,Cotton,2017,Summer,6.63,0.32,0.72,319.7,9.8,225.0,0.43,444.4,189.4
krishnagiri,Red Loam,Millets,2022,Rabi,7.62,0.7,0.5,273.4,21.9,209.3,2.17,1019.6,2216.9
nilgiris,Lateritic Hill Soil,Sugarcane,2017,Kharif,5.99,0.65,0.98,285.7,22.1,233.2,1.88,69318.6,130489.1
madurai,Black Clay Loam,Pulses,2017,Summer,6.63,0.59,0.17,187.6,18.7,242.5,3.12,712.4,2225.3
nagapattinam,Coastal Alluvial,Sorghum,2021,Rabi,6.39,0.48,0.93,210.9,18.1,169.4,2.11,1281.9,2704.0
madurai,Black Clay Loam,Cotton,2017,Rabi,6.16,0.67,0.48,233.1,18.0,295.0,2.11,433.4,914.7
coimbatore,Red Sandy Loam,Sorghum,2015,Summer,6.12,0.51,0.39,284.3,16.7,213.9,1.0,1312.4,1312.4
tirunelveli,Red Loam,Cotton,2017,Rabi,6.2,0.3,0.21,340.9,8.7,240.1,3.28,456.5,1497.5
madurai,Black Clay Loam,Cotton,2021,Summer,6.46,0.51,0.65,247.7,10.9,123.6,0.22,382.2,84.6
coimbatore,Red Sandy Loam,Pulses,2017,Kharif,6.87,0.58,0.52,297.8,19.1,202.2,1.92,781.9,1504.9
krishnagiri,Red Loam,Cotton,2024,Rabi,6.48,0.6,0.64,325.9,12.4,185.0,3.21,427.5,1374.1
coimbatore,Red Sandy Loam,Pulses,2015,Rabi,6.45,0.36,0.52,330.1,20.0,268.8,2.61,845.2,2204.9
thanjavur,Alluvial Clay (Delta),Rice,2022,Rabi,6.38,0.61,0.29,305.6,15.9,286.3,0.2,2951.1,590.2
madurai,Black Clay Loam,Sugarcane,2015,Rabi,6.86,0.32,0.76,202.5,16.0,284.8,0.2,84522.2,16904.4
kovilpatti,Red Sandy Loam,Pulses,2015,Summer,7.41,0.25,0.63,314.8,13.4,123.5,0.79,764.9,604.8
nilgiris,Lateritic Hill Soil,Sorghum,2021,Summer,6.88,0.47,0.68,345.2,24.0,321.8,0.2,1639.5,327.9
vellore,Red Sandy Loam,Pulses,2016,Kharif,7.8,1.04,0.8,266.0,17.7,234.7,1.55,775.9,1200.9
nilgiris,Lateritic Hill Soil,Millets,2021,Kharif,6.51,0.45,0.88,251.5,11.7,233.9,0.81,1117.5,901.6
coimbatore,Red Sandy Loam,Pulses,2024,Summer,6.61,0.81,0.44,223.7,24.5,107.9,3.39,712.6,2417.7
nilgiris,Lateritic Hill Soil,Cotton,2024,Summer,6.72,0.54,0.53,228.8,12.1,232.2,0.39,444.3,171.2
krishnagiri,Red Loam,Sugarcane,2024,Rabi,6.53,0.12,0.2,208.7,12.1,205.5,5.07,58017.7,294085.8
madurai,Black Clay Loam,Sorghum,2017,Rabi,7.11,0.44,0.38,193.1,30.8,116.9,0.82,1264.7,1037.5
thanjavur,Alluvial Clay (Delta),Rice,2017,Kharif,6.9,0.83,0.59,197.5,15.0,263.3,2.0,3415.5,6816.3
krishnagiri,Red Loam,Sugarcane,2016,Summer,6.51,0.64,0.43,312.4,6.0,157.2,2.78,62695.7,174418.0
trichy,Black Cotton Soil,Sorghum,2015,Rabi,7.06,0.3,0.68,182.4,27.8,117.5,1.57,1446.8,2276.1
vellore,Red Sandy Loam,Rice,2016,Rabi,5.85,0.25,0.23,187.4,15.2,266.0,6.38,2752.4,17554.5
tirunelveli,Red Loam,Sugarcane,2020,Kharif,7.1,0.36,0.4,141.2,20.0,50.0,4.16,68093.1,283384.9
trichy,Black Cotton Soil,Sugarcane,2023,Kharif,6.86,0.45,1.01,201.0,10.5,297.1,3.16,76421.6,241559.3
vellore,Red Sandy Loam,Sugarcane,2021,Summer,7.3,0.81,0.57,212.5,22.6,262.2,0.43,70091.0,29919.9
trichy,Black Cotton Soil,Cotton,2021,Kharif,6.56,0.45,0.65,206.4,15.6,265.7,1.03,395.7,407.7
kovilpatti,Red Sandy Loam,Sugarcane,2022,Kharif,5.24,0.65,0.41,252.1,20.1,278.2,0.73,66459.7,48211.8
nagapattinam,Coastal Alluvial,Rice,2019,Kharif,6.18,0.59,0.35,272.6,16.0,274.3,2.36,3131.5,7376.5
coimbatore,Red Sandy Loam,Pulses,2022,Summer,6.88,0.15,0.98,179.3,3.0,176.5,2.05,771.5,1583.9
nilgiris,Lateritic Hill Soil,Sorghum,2017,Summer,5.87,0.29,0.4,166.1,16.8,200.8,0.37,1288.4,471.2
thanjavur,Alluvial Clay (Delta),Sugarcane,2017,Rabi,6.92,0.25,0.54,331.8,10.5,350.1,1.03,77029.7,79014.2
tirunelveli,Red Loam,Millets,2018,Summer,7.42,0.53,0.37,261.0,31.6,199.1,0.99,1072.9,1067.1
coimbatore,Red Sandy Loam,Sugarcane,2015,Summer,6.43,0.49,0.91,235.2,22.6,93.7,1.55,75072.6,116279.4
tirunelveli,Red Loam,Rice,2023,Rabi,6.41,0.57,0.53,178.4,14.7,266.5,12.1,3124.5,37801.1
krishnagiri,Red Loam,Sorghum,2024,Rabi,6.78,0.85,0.2,179.2,10.7,109.7,4.43,1333.7,5903.0
vellore,Red Sandy Loam,Pulses,2022,Summer,6.37,0.77,0.53,198.5,16.4,195.3,1.91,761.4,1450.6
trichy,Black Cotton Soil,Sorghum,2020,Rabi,7.29,0.33,0.91,229.3,27.6,421.4,2.23,1468.3,3274.6
vellore,Red Sandy Loam,Cotton,2017,Summer,6.82,0.44,0.66,270.3,16.9,116.2,1.46,414.1,605.8
vellore,Red Sandy Loam,Rice,2018,Kharif,6.59,0.38,0.22,219.2,16.1,219.3,0.58,3313.4,1932.2
krishnagiri,Red Loam,Pulses,2019,Kharif,6.66,0.6,0.48,208.6,15.8,234.4,4.74,617.3,2924.6
coimbatore,Red Sandy Loam,Millets,2015,Rabi,6.37,0.12,0.53,160.8,3.0,170.9,2.47,783.5,1931.6
madurai,Black Clay Loam,Sorghum,2020,Summer,7.27,0.27,0.47,232.0,13.4,265.5,0.41,1148.3,474.1
kovilpatti,Red Sandy Loam,Rice,2021,Rabi,7.09,0.42,0.75,293.2,19.6,133.9,0.47,3667.6,1733.9
nilgiris,Lateritic Hill Soil,Rice,2021,Rabi,6.85,0.73,0.54,266.2,18.8,309.0,1.48,3473.2,5132.0
nilgiris,Lateritic Hill Soil,Rice,2015,Summer,5.78,0.66,0.46,229.3,19.5,198.1,1.1,3168.8,3480.9
kovilpatti,Red Sandy Loam,Sugarcane,2023,Summer,7.14,0.56,0.56,252.5,9.5,342.9,1.03,62034.0,63988.4
nilgiris,Lateritic Hill Soil,Sugarcane,2016,Summer,7.57,0.32,0.78,244.2,22.0,297.4,0.5,75037.1,37272.5
trichy,Black Cotton Soil,Sorghum,2020,Rabi,6.9,0.56,0.49,243.5,17.8,184.5,1.7,1368.3,2330.6
trichy,Black Cotton Soil,Millets,2019,Rabi,7.72,0.4,0.35,268.3,13.2,222.5,0.29,1127.2,328.1
tirunelveli,Red Loam,Pulses,2022,Summer,7.52,0.28,1.17,270.6,19.8,285.8,4.88,767.6,3743.4
madurai,Black Clay Loam,Millets,2018,Rabi,7.15,0.54,0.43,272.3,10.2,261.3,0.37,1162.1,434.1
thanjavur,Alluvial Clay (Delta),Sugarcane,2020,Kharif,6.85,0.37,0.67,249.7,10.8,179.8,0.2,77218.4,15443.7
madurai,Black Clay Loam,Sorghum,2019,Summer,7.55,0.52,0.55,148.7,20.8,150.0,0.69,1532.9,1058.8
krishnagiri,Red Loam,Cotton,2019,Rabi,7.62,0.63,0.42,210.3,14.6,263.0,1.6,362.3,578.2
vellore,Red Sandy Loam,Millets,2021,Kharif,8.0,0.26,0.34,94.6,25.6,246.5,1.07,880.4,943.0
kovilpatti,Red Sandy Loam,Cotton,2021,Summer,8.13,0.5,0.61,151.5,20.2,320.3,1.08,407.8,441.0
madurai,Black Clay Loam,Rice,2015,Kharif,6.64,0.57,0.5,311.8,19.9,302.6,4.28,3441.0,14721.3
krishnagiri,Red Loam,Rice,2022,Rabi,6.78,0.61,0.81,227.6,17.3,120.6,1.08,3597.7,3877.5
kovilpatti,Red Sandy Loam,Pulses,2024,Rabi,6.15,0.57,0.88,236.8,24.1,238.7,1.37,682.5,938.4
coimbatore,Red Sandy Loam,Cotton,2024,Summer,7.01,0.4,0.72,80.0,16.8,188.3,2.29,436.4,1000.3
nagapattinam,Coastal Alluvial,Cotton,2017,Kharif,6.21,0.77,0.25,234.9,12.0,266.3,1.47,389.1,571.7
trichy,Black Cotton Soil,Sorghum,2024,Rabi,7.15,0.38,0.48,203.3,8.9,201.3,0.74,1478.9,1094.3
coimbatore,Red Sandy Loam,Millets,2015,Kharif,6.9,0.21,0.52,350.0,14.5,110.0,7.55,1136.3,8579.2
thanjavur,Alluvial Clay (Delta),Pulses,2024,Summer,7.49,0.05,0.45,136.4,27.4,176.2,1.64,592.1,973.3
thanjavur,Alluvial Clay (Delta),Rice,2018,Rabi,7.03,0.62,0.7,274.8,23.9,256.9,0.2,2953.8,590.8
vellore,Red Sandy Loam,Sugarcane,2023,Summer,6.88,0.45,0.82,257.5,27.9,187.6,2.41,71605.7,172723.2
vellore,Red Sandy Loam,Cotton,2019,Kharif,6.7,0.21,0.71,215.7,17.8,95.4,1.43,506.6,724.8
tirunelveli,Red Loam,Sugarcane,2019,Kharif,7.61,0.26,0.56,177.9,17.8,198.9,0.34,62771.8,21300.9
thanjavur,Alluvial Clay (Delta),Pulses,2021,Summer,6.84,0.64,0.76,223.0,16.0,288.5,0.98,773.5,754.4
kovilpatti,Red Sandy Loam,Rice,2024,Kharif,7.44,0.59,0.7,302.0,15.5,298.3,1.89,3172.5,5996.2
krishnagiri,Red Loam,Sorghum,2021,Rabi,6.69,0.35,0.66,209.8,17.5,223.0,1.39,1485.2,2064.0
nilgiris,Lateritic Hill Soil,Sugarcane,2019,Summer,7.66,0.41,0.1,247.9,16.5,258.5,0.59,62788.5,37219.4
tirunelveli,Red Loam,Millets,2015,Summer,7.89,0.53,0.44,292.1,18.0,242.8,1.12,936.6,1046.0
